order_id,order_date,customer_id,customer_segment,country,product_id,category,sub_category,unit_price,quantity,discount,shipping_cost,payment_method,channel,returned,days_to_ship,order_status,revenue
O0006956,2024-05-24 10:43:00,C005609,High-Value,AU,P001058,Electronics,Audio,120.23,2,0.05,17.14,Card,Email,N,7,Completed,228.44
O0006957,2023-11-07 01:55:00,C002913,Frequent,FR,P002526,Books,Fiction,573.86,1,0,21.12,Card,Organic,N,3,Completed,573.86
O0006958,2023-05-25 08:41:00,C001935,Frequent,CA,P000730,Fashion,Men,111.58,2,0.2,29.07,Card,Paid Ads,N,5,Completed,178.53
O0006959,2024-10-16 12:45:00,C001965,High-Value,AU,P000985,Books,Children,835.95,5,0,16.84,Card,Organic,N,6,Completed,4179.75
O0006960,2024-08-01 11:37:00,C000947,High-Value,FR,P002164,Toys,STEM,459.09,1,0,17.45,Card,Organic,N,0,Completed,459.09
O0006961,2024-02-15 11:52:00,C001581,Frequent,DE,P000647,Automotive,Tools,440.35,5,0.2,7.23,Card,Social,N,4,Completed,1761.4
O0006962,2024-08-07 03:07:00,C000809,Price-Sensitive,DE,P001206,Electronics,Phones,523.04,3,0,31.82,Card,Organic,N,7,Completed,1569.12
O0006963,2024-12-20 01:21:00,C005215,Seasonal,DE,P002967,Beauty,Skincare,981.3,2,0,16.12,Card,Paid Ads,N,0,Completed,1962.6
O0006964,2023-02-24 03:40:00,C001284,Frequent,DE,P002382,Toys,Action Figures,235.71,1,0.2,32.26,Card,Affiliate,N,3,Completed,188.57
O0006965,2023-03-23 15:04:00,C004153,Seasonal,FR,P001420,Books,Academic,261.94,3,0,10.4,PayPal,Organic,N,7,Completed,785.82
O0006966,2023-05-20 01:25:00,C000686,Seasonal,UK,P002146,Toys,Dolls,1485.78,3,0.15,6.99,Card,Organic,N,1,Completed,3788.74
O0006967,2023-07-13 09:42:00,C002104,Price-Sensitive,CA,P000228,Automotive,Electronics,711.25,1,0.2,14.84,Card,Paid Ads,N,7,Completed,569.0
O0006968,2024-10-26 05:28:00,C003891,Price-Sensitive,IN,P000028,Beauty,Fragrance,652.81,2,0.1,2.56,PayPal,Organic,N,2,Completed,1175.06
O0006969,2024-05-15 22:44:00,C002631,Price-Sensitive,IN,P001875,Automotive,Electronics,582.3,1,0.05,30.88,Card,Direct,N,2,Completed,553.18
O0006970,2024-05-27 06:39:00,C003575,Price-Sensitive,IN,P001396,Fashion,Accessories,1343.27,1,0.05,17.63,Card,Affiliate,N,3,Completed,1276.11
O0006971,2023-08-14 14:22:00,C003667,Price-Sensitive,AU,P002153,Fashion,Men,262.29,1,0.2,32.37,Card,Email,N,1,Completed,209.83
O0006972,2023-08-16 16:46:00,C001382,Seasonal,UK,P001674,Sports,Team Sports,1175.32,1,0.05,20.67,Card,Organic,N,0,Completed,1116.55
O0006973,2023-05-24 00:19:00,C002918,Seasonal,UK,P002592,Automotive,Care,760.37,1,0.05,32.86,Card,Social,N,6,Completed,722.35
O0006974,2023-03-16 14:53:00,C004476,New,UK,P002533,Books,Non-Fiction,1133.41,2,0,10.81,BNPL,Social,N,3,Completed,2266.82
O0006975,2023-09-20 16:57:00,C002368,At-Risk,IN,P002394,Home & Garden,Furniture,42.65,2,0.2,19.16,Card,Organic,N,7,Returned,68.24
O0006976,2023-09-08 13:57:00,C004662,Seasonal,FR,P002352,Books,Non-Fiction,769.54,3,0.05,2.59,Card,Direct,N,3,Completed,2193.19
O0006977,2024-05-25 21:42:00,C004474,High-Value,FR,P001976,Books,Non-Fiction,552.71,1,0.1,9.17,Card,Paid Ads,Y,2,Returned,497.44
O0006978,2024-09-12 04:21:00,C004613,Seasonal,UK,P001203,Toys,Dolls,843.06,3,0.1,13.04,PayPal,Organic,N,2,Completed,2276.26
O0006979,2023-06-27 17:24:00,C000087,High-Value,IN,P000198,Automotive,Tools,485.31,1,0,21.0,Card,Email,N,1,Completed,485.31
O0006980,2023-02-20 11:33:00,C000996,High-Value,CA,P001094,Automotive,Electronics,343.4,1,0,8.76,Card,Email,N,1,Completed,343.4
O0006981,2023-03-03 22:00:00,C004771,High-Value,FR,P002981,Sports,Cycling,520.97,3,0.05,1.01,PayPal,Organic,N,7,Completed,1484.76
O0006982,2024-04-16 14:20:00,C000418,High-Value,IN,P000859,Sports,Cycling,989.6,5,0.05,4.47,PayPal,Organic,N,5,Completed,4700.6
O0006983,2024-03-26 07:27:00,C001790,Seasonal,AU,P001881,Books,Fiction,259.07,1,0.2,32.09,Card,Email,Y,2,Completed,207.26
O0006984,2023-04-02 13:36:00,C004916,Frequent,IN,P001414,Beauty,Makeup,347.9,2,0,32.68,Card,Organic,N,4,Completed,695.8
O0006985,2024-10-27 15:17:00,C000802,High-Value,FR,P002776,Books,Non-Fiction,786.31,1,0.2,16.49,Card,Organic,N,7,Completed,629.05
O0006986,2023-07-29 05:01:00,C005044,Price-Sensitive,US,P000454,Electronics,Audio,920.96,1,0.15,10.31,Card,Email,N,5,Cancelled,782.82
O0006987,2024-05-09 14:12:00,C002526,Price-Sensitive,CA,P001726,Beauty,Skincare,241.71,2,0,16.32,Card,Organic,Y,4,Cancelled,483.42
O0006988,2024-12-17 08:22:00,C002957,Frequent,CA,P000813,Fashion,Women,947.54,1,0.2,29.18,Card,Organic,N,7,Completed,758.03
O0006989,2024-01-18 23:40:00,C001998,Frequent,DE,P002877,Books,Children,690.98,1,0.15,19.38,Card,Email,N,2,Completed,587.33
O0006990,2024-11-07 15:40:00,C000723,Frequent,US,P000760,Fashion,Men,1214.15,1,0,16.74,Card,Organic,N,1,Completed,1214.15
O0006991,2023-07-01 16:06:00,C005423,Price-Sensitive,IN,P002774,Fashion,Accessories,1008.38,2,0.2,13.88,PayPal,Email,N,0,Completed,1613.41
O0006992,2024-11-30 10:01:00,C000527,High-Value,AU,P000843,Toys,Action Figures,914.11,1,0.15,12.21,Card,Paid Ads,N,0,Completed,776.99
O0006993,2024-05-18 15:19:00,C005480,Seasonal,UK,P000035,Books,Children,1420.43,3,0.05,1.62,Wire,Email,N,3,Completed,4048.23
O0006994,2024-09-18 09:55:00,C005366,Seasonal,FR,P001819,Home & Garden,Garden,1366.12,5,0,12.07,BNPL,Organic,N,0,Cancelled,6830.6
O0006995,2024-09-04 07:24:00,C002865,High-Value,CA,P002130,Automotive,Care,1390.91,1,0,10.19,Wire,Organic,N,5,Completed,1390.91
O0006996,2024-11-06 06:22:00,C003558,Frequent,FR,P000882,Home & Garden,Decor,36.51,4,0.2,0.54,Card,Organic,N,3,Returned,116.83
O0006997,2024-04-03 07:12:00,C004282,Seasonal,IN,P000447,Home & Garden,Kitchen,110.63,1,0.1,3.28,Card,Organic,N,4,Completed,99.57
O0006998,2024-12-10 07:53:00,C001633,Price-Sensitive,CA,P000600,Electronics,Accessories,244.27,1,0,10.6,Wire,Organic,Y,5,Completed,244.27
O0006999,2024-07-22 05:26:00,C005343,At-Risk,IN,P000208,Home & Garden,Furniture,1475.3,1,0.05,32.39,Card,Organic,N,1,Completed,1401.53
O0007000,2024-11-26 03:05:00,C005492,Price-Sensitive,AU,P002274,Electronics,Accessories,330.83,1,0,33.08,Wire,Organic,N,2,Completed,330.83
O0007001,2023-12-27 19:11:00,C000661,Frequent,UK,P001706,Beauty,Makeup,623.59,1,0,32.72,Card,Organic,N,2,Completed,623.59
O0007002,2024-09-02 04:17:00,C000154,Price-Sensitive,FR,P001040,Beauty,Skincare,361.6,1,0,29.64,Card,Direct,N,4,Completed,361.6
O0007003,2024-09-07 12:12:00,C002101,High-Value,FR,P001669,Toys,Dolls,751.24,1,0,12.9,Card,Email,N,7,Completed,751.24
O0007004,2023-04-07 23:10:00,C002558,Seasonal,FR,P002641,Automotive,Accessories,1339.9,2,0.15,3.46,Card,Direct,N,7,Completed,2277.83
O0007005,2023-05-24 19:40:00,C002107,Seasonal,DE,P000614,Automotive,Electronics,692.67,1,0.1,6.14,Card,Organic,N,6,Completed,623.4
O0007006,2023-08-07 00:57:00,C005275,New,FR,P001540,Beauty,Skincare,1436.5,1,0,20.27,Card,Email,N,1,Completed,1436.5
O0007007,2023-07-21 14:18:00,C001564,At-Risk,FR,P002099,Home & Garden,Decor,332.08,5,0,25.57,Card,Social,N,0,Completed,1660.4
O0007008,2024-07-02 20:23:00,C003071,Price-Sensitive,DE,P001014,Toys,Puzzles,1069.73,1,0,15.12,PayPal,Organic,N,3,Completed,1069.73
O0007009,2023-08-08 02:23:00,C004260,Frequent,IN,P001688,Home & Garden,Decor,102.83,3,0,26.71,Card,Organic,N,5,Returned,308.49
O0007010,2023-06-30 08:30:00,C000302,Price-Sensitive,US,P002872,Beauty,Skincare,1240.72,4,0,18.37,BNPL,Email,N,7,Cancelled,4962.88
O0007011,2024-09-11 09:04:00,C000204,New,DE,P002436,Automotive,Tools,1126.47,1,0,25.55,PayPal,Email,N,7,Completed,1126.47
O0007012,2024-07-23 20:07:00,C001418,At-Risk,IN,P001409,Toys,Dolls,1276.74,1,0.1,5.36,PayPal,Email,N,1,Returned,1149.07
O0007013,2024-11-03 23:03:00,C004297,Seasonal,DE,P002753,Toys,Action Figures,1004.9,1,0.05,14.45,Card,Social,N,1,Completed,954.65
O0007014,2024-12-19 17:45:00,C001449,Seasonal,FR,P000895,Home & Garden,Decor,903.92,2,0,20.62,Card,Email,N,3,Completed,1807.84
O0007015,2024-05-01 15:28:00,C002622,Frequent,DE,P002082,Sports,Cycling,340.58,1,0.15,25.18,Card,Organic,N,6,Completed,289.49
O0007016,2023-03-04 18:05:00,C005129,Price-Sensitive,AU,P002744,Automotive,Care,326.5,2,0,24.45,PayPal,Email,N,3,Completed,653.0
O0007017,2024-06-15 05:31:00,C003427,New,IN,P002036,Fashion,Women,706.36,2,0,24.27,Card,Direct,N,0,Completed,1412.72
O0007018,2024-06-09 10:40:00,C001322,New,CA,P000721,Automotive,Accessories,299.49,1,0.05,3.81,Card,Organic,N,7,Completed,284.52
O0007019,2024-07-09 13:07:00,C004287,Price-Sensitive,US,P001879,Automotive,Electronics,159.76,4,0.1,10.99,Card,Direct,N,6,Completed,575.14
O0007020,2023-03-19 11:56:00,C005955,Frequent,UK,P002558,Electronics,Accessories,1483.11,1,0.2,0.95,Wire,Social,N,4,Completed,1186.49
O0007021,2024-02-01 21:37:00,C004752,Seasonal,AU,P002094,Sports,Cycling,739.66,5,0.05,29.14,PayPal,Social,N,6,Completed,3513.38
O0007022,2023-09-11 21:48:00,C000172,New,IN,P002214,Automotive,Accessories,853.93,1,0.05,30.25,Card,Paid Ads,N,7,Returned,811.23
O0007023,2023-03-10 18:26:00,C000751,Frequent,CA,P002505,Sports,Team Sports,1259.96,3,0.05,13.12,Card,Organic,N,7,Completed,3590.89
O0007024,2023-07-11 21:53:00,C004258,New,FR,P001929,Automotive,Care,287.63,3,0,7.09,Card,Paid Ads,N,3,Completed,862.89
O0007025,2024-09-08 02:41:00,C002631,High-Value,US,P001646,Home & Garden,Decor,340.94,2,0,8.83,BNPL,Social,N,2,Completed,681.88
O0007026,2024-07-31 19:48:00,C001550,High-Value,IN,P000444,Electronics,Phones,332.11,1,0,21.25,PayPal,Organic,N,4,Completed,332.11
O0007027,2024-07-01 02:07:00,C003636,Price-Sensitive,DE,P000729,Home & Garden,Kitchen,886.35,5,0.2,32.52,Card,Social,N,2,Completed,3545.4
O0007028,2024-01-05 01:14:00,C005164,Seasonal,AU,P000180,Beauty,Makeup,666.43,1,0,4.62,PayPal,Organic,N,5,Completed,666.43
O0007029,2023-11-29 03:35:00,C004993,High-Value,AU,P000994,Automotive,Tools,1259.58,2,0,31.33,PayPal,Paid Ads,N,7,Completed,2519.16
O0007030,2024-07-29 02:02:00,C005413,High-Value,AU,P002997,Books,Fiction,824.45,1,0.1,0.35,PayPal,Email,N,3,Completed,742.01
O0007031,2023-07-04 06:30:00,C004330,New,CA,P001195,Electronics,Phones,272.48,1,0,32.7,Card,Organic,N,4,Completed,272.48
O0007032,2023-12-05 08:01:00,C004954,Seasonal,DE,P000689,Fashion,Kids,418.97,1,0,1.67,BNPL,Email,N,1,Completed,418.97
O0007033,2024-12-11 10:58:00,C000088,Price-Sensitive,IN,P001677,Home & Garden,Kitchen,1252.49,2,0.05,31.39,Card,Organic,N,6,Completed,2379.73
O0007034,2023-03-01 18:02:00,C000509,Frequent,DE,P001943,Electronics,Laptops,1134.86,2,0.05,9.76,Card,Organic,N,7,Completed,2156.23
O0007035,2024-04-19 11:49:00,C003525,High-Value,IN,P001078,Sports,Team Sports,1095.67,1,0.2,14.66,Card,Direct,N,3,Completed,876.54
O0007036,2023-03-24 05:07:00,C002101,New,AU,P001883,Books,Academic,556.56,2,0,16.29,BNPL,Direct,N,3,Completed,1113.12
O0007037,2023-05-10 13:18:00,C005874,Price-Sensitive,AU,P002771,Automotive,Electronics,1461.5,3,0.05,9.76,Card,Social,N,6,Completed,4165.27
O0007038,2023-11-07 02:52:00,C002522,At-Risk,CA,P001828,Books,Academic,568.94,1,0,12.13,Card,Social,N,0,Completed,568.94
O0007039,2024-01-17 22:46:00,C002289,At-Risk,US,P001999,Books,Non-Fiction,832.74,1,0,6.46,Card,Organic,N,3,Completed,832.74
O0007040,2024-02-02 15:17:00,C005233,Frequent,AU,P001591,Beauty,Makeup,377.16,1,0,23.57,BNPL,Organic,N,0,Completed,377.16
O0007041,2023-12-04 04:27:00,C005975,High-Value,UK,P002464,Sports,Outdoor,707.57,5,0.2,31.47,Card,Email,Y,0,Completed,2830.28
O0007042,2024-09-28 15:43:00,C005308,At-Risk,CA,P001901,Beauty,Makeup,345.24,1,0,1.63,PayPal,Organic,N,5,Completed,345.24
O0007043,2023-04-13 06:54:00,C000870,Price-Sensitive,CA,P000787,Electronics,Phones,1376.54,2,0,29.89,Card,Organic,N,6,Completed,2753.08
O0007044,2024-04-20 10:27:00,C005580,Price-Sensitive,DE,P001122,Beauty,Fragrance,869.79,2,0,2.6,Card,Direct,N,7,Completed,1739.58
O0007045,2024-02-02 06:29:00,C004993,Seasonal,FR,P002940,Automotive,Tools,532.11,1,0,2.05,PayPal,Paid Ads,N,0,Completed,532.11
O0007046,2023-01-20 17:13:00,C003091,Frequent,IN,P001207,Automotive,Care,300.31,1,0,8.71,Card,Organic,N,5,Completed,300.31
O0007047,2024-07-01 07:15:00,C005628,At-Risk,DE,P000373,Home & Garden,Garden,1304.05,1,0.05,20.55,BNPL,Social,N,4,Completed,1238.85
O0007048,2023-09-11 14:02:00,C003733,Price-Sensitive,CA,P000102,Fashion,Kids,1325.79,3,0.1,4.69,PayPal,Email,N,2,Completed,3579.63
O0007049,2023-06-05 14:52:00,C004044,Seasonal,FR,P001919,Fashion,Men,288.21,2,0,24.54,BNPL,Email,N,3,Completed,576.42
O0007050,2024-06-11 00:33:00,C000487,Frequent,IN,P001349,Fashion,Men,1071.36,2,0,7.28,BNPL,Social,N,7,Completed,2142.72
O0007051,2023-10-08 21:10:00,C000611,New,UK,P002369,Home & Garden,Furniture,886.63,1,0,27.16,Card,Social,N,1,Completed,886.63
O0007052,2023-05-07 07:20:00,C002355,Price-Sensitive,IN,P002993,Home & Garden,Furniture,1221.84,1,0,1.66,Card,Direct,N,2,Completed,1221.84
O0007053,2024-09-20 16:14:00,C004919,Frequent,DE,P001564,Automotive,Care,308.24,1,0,10.2,Card,Organic,N,4,Completed,308.24
O0007054,2023-11-17 13:20:00,C000650,Frequent,FR,P001350,Home & Garden,Garden,1407.45,1,0.15,33.0,Card,Affiliate,N,1,Completed,1196.33
O0007055,2024-05-23 14:39:00,C000971,High-Value,AU,P002926,Sports,Cycling,34.82,2,0.2,9.27,Card,Direct,N,7,Completed,55.71
O0007056,2023-02-18 13:21:00,C000038,Seasonal,FR,P000369,Beauty,Hair,843.8,1,0,4.46,Card,Organic,N,4,Completed,843.8
O0007057,2023-08-13 20:17:00,C002923,New,CA,P001751,Fashion,Men,423.83,1,0,30.2,Card,Paid Ads,N,3,Completed,423.83
O0007058,2023-03-08 21:08:00,C003298,Frequent,IN,P001387,Beauty,Makeup,303.13,1,0.2,10.69,Card,Direct,N,4,Completed,242.5
O0007059,2024-05-31 15:09:00,C005117,High-Value,DE,P002159,Toys,STEM,903.2,1,0.05,11.13,Card,Social,N,2,Completed,858.04
O0007060,2023-05-23 19:57:00,C004636,Price-Sensitive,CA,P001412,Toys,Dolls,620.87,3,0.1,24.66,Card,Organic,N,7,Completed,1676.35
O0007061,2023-09-24 01:07:00,C001421,At-Risk,DE,P000154,Books,Fiction,1066.11,3,0.05,22.81,Card,Affiliate,N,3,Completed,3038.41
O0007062,2023-08-07 11:04:00,C004924,High-Value,CA,P001053,Sports,Cycling,260.75,1,0.2,22.1,Card,Direct,N,6,Completed,208.6
O0007063,2024-04-12 12:57:00,C002164,Price-Sensitive,DE,P000483,Sports,Fitness,681.6,3,0,11.88,BNPL,Social,N,7,Completed,2044.8
O0007064,2024-07-07 19:41:00,C005546,Price-Sensitive,US,P002969,Toys,Puzzles,1495.07,1,0,17.83,Card,Organic,N,6,Completed,1495.07
O0007065,2023-05-02 10:44:00,C000415,Price-Sensitive,IN,P000270,Home & Garden,Kitchen,27.58,1,0.1,7.0,Card,Email,N,2,Cancelled,24.82
O0007066,2024-11-25 16:50:00,C005060,Seasonal,IN,P001050,Automotive,Accessories,218.6,4,0,10.73,Card,Email,N,7,Completed,874.4
O0007067,2024-07-29 16:24:00,C004410,High-Value,US,P001830,Fashion,Men,365.46,2,0.1,13.93,Card,Organic,N,6,Completed,657.83
O0007068,2024-10-01 17:10:00,C004321,Seasonal,FR,P001627,Automotive,Care,1414.85,2,0,21.87,Card,Organic,N,1,Completed,2829.7
O0007069,2024-11-07 03:18:00,C004878,New,AU,P000627,Home & Garden,Decor,928.42,2,0,33.66,PayPal,Organic,N,4,Completed,1856.84
O0007070,2023-06-23 21:53:00,C004201,Price-Sensitive,DE,P001736,Home & Garden,Kitchen,221.88,1,0,32.57,Card,Social,N,6,Completed,221.88
O0007071,2024-03-08 16:40:00,C004803,New,UK,P000647,Books,Children,613.02,1,0.1,33.81,Card,Organic,N,3,Completed,551.72
O0007072,2023-07-05 05:21:00,C001921,Frequent,IN,P001995,Books,Fiction,799.75,5,0,0.4,PayPal,Organic,Y,3,Cancelled,3998.75
O0007073,2024-11-08 18:18:00,C003939,Price-Sensitive,FR,P002188,Home & Garden,Garden,1487.05,2,0,17.17,PayPal,Direct,N,0,Completed,2974.1
O0007074,2023-09-21 17:49:00,C000797,Frequent,CA,P002318,Sports,Outdoor,74.52,3,0.05,4.91,Card,Social,N,0,Completed,212.38
O0007075,2023-07-16 03:12:00,C004984,Price-Sensitive,FR,P002041,Fashion,Accessories,341.92,1,0.2,12.23,Card,Direct,N,0,Completed,273.54
O0007076,2023-10-31 22:17:00,C004236,Seasonal,UK,P002785,Fashion,Accessories,477.33,1,0.1,23.37,Card,Direct,N,2,Completed,429.6
O0007077,2024-02-11 21:35:00,C004233,High-Value,UK,P001390,Books,Fiction,1352.63,1,0.1,13.47,PayPal,Organic,N,2,Completed,1217.37
O0007078,2023-07-20 23:58:00,C002592,Seasonal,DE,P001174,Toys,Dolls,393.64,1,0,34.16,Card,Organic,N,6,Completed,393.64
O0007079,2024-05-15 12:25:00,C005565,Seasonal,US,P001929,Sports,Cycling,737.27,1,0.15,18.67,Card,Direct,N,3,Completed,626.68
O0007080,2023-05-14 08:02:00,C005310,At-Risk,AU,P002822,Toys,Action Figures,1125.74,1,0.05,28.31,Card,Social,N,1,Completed,1069.45
O0007081,2023-05-11 18:38:00,C002924,Frequent,FR,P001904,Electronics,Laptops,890.33,1,0,9.35,Card,Organic,N,3,Completed,890.33
O0007082,2024-10-14 12:15:00,C003437,At-Risk,UK,P001243,Fashion,Kids,1478.97,1,0,30.59,PayPal,Organic,N,3,Completed,1478.97
O0007083,2024-05-08 07:36:00,C001316,Price-Sensitive,CA,P002418,Toys,Puzzles,1480.38,1,0.05,6.5,Card,Social,N,4,Completed,1406.36
O0007084,2023-10-11 02:56:00,C001598,Frequent,FR,P001126,Toys,Dolls,976.06,1,0.05,10.69,PayPal,Organic,N,5,Completed,927.26
O0007085,2024-07-21 12:53:00,C000919,Frequent,CA,P002683,Books,Children,1042.08,2,0,8.43,Card,Social,N,3,Completed,2084.16
O0007086,2024-01-24 14:27:00,C004446,At-Risk,US,P000331,Sports,Cycling,409.01,2,0.15,34.06,PayPal,Social,Y,3,Completed,695.32
O0007087,2023-09-24 16:25:00,C001177,Frequent,AU,P001223,Automotive,Accessories,93.07,1,0.15,5.54,Card,Paid Ads,N,1,Completed,79.11
O0007088,2024-05-09 21:27:00,C004999,Frequent,DE,P002840,Books,Children,728.33,2,0.2,20.7,Card,Organic,N,6,Completed,1165.33
O0007089,2024-10-28 08:03:00,C002143,High-Value,UK,P001443,Sports,Cycling,1388.82,5,0,10.34,BNPL,Social,N,5,Completed,6944.1
O0007090,2023-12-01 23:58:00,C000525,Price-Sensitive,AU,P001194,Automotive,Accessories,902.37,1,0.15,16.81,Wire,Email,N,3,Cancelled,767.01
O0007091,2023-09-02 15:05:00,C000423,Price-Sensitive,IN,P001941,Fashion,Men,489.6,4,0,9.35,Card,Organic,N,7,Completed,1958.4
O0007092,2023-01-03 16:20:00,C004336,Price-Sensitive,IN,P002461,Home & Garden,Garden,331.22,1,0.15,29.24,Card,Organic,N,1,Completed,281.54
O0007093,2023-07-21 07:26:00,C001654,High-Value,UK,P001050,Automotive,Care,1164.09,1,0.1,18.3,Card,Organic,N,3,Returned,1047.68
O0007094,2023-07-23 07:35:00,C005994,At-Risk,AU,P000379,Fashion,Women,1251.27,1,0.1,10.86,Card,Organic,N,0,Completed,1126.14
O0007095,2024-02-11 23:11:00,C005457,Frequent,DE,P000093,Fashion,Women,1475.26,1,0.2,6.71,PayPal,Organic,N,4,Completed,1180.21
O0007096,2024-02-26 10:28:00,C002804,Seasonal,DE,P000559,Automotive,Tools,266.39,1,0.15,31.46,Card,Organic,N,4,Completed,226.43
O0007097,2023-03-06 06:44:00,C005199,High-Value,IN,P000603,Sports,Outdoor,911.7,2,0.15,32.77,Card,Social,N,1,Completed,1549.89
O0007098,2023-05-07 10:20:00,C000850,At-Risk,CA,P002415,Beauty,Skincare,1315.3,5,0.2,3.35,Card,Social,N,1,Completed,5261.2
O0007099,2023-12-24 19:11:00,C003803,High-Value,DE,P000128,Sports,Fitness,80.34,1,0.15,1.31,BNPL,Direct,N,0,Returned,68.29
O0007100,2024-05-28 00:38:00,C004969,Frequent,DE,P000630,Sports,Cycling,990.21,1,0,22.4,Card,Direct,N,1,Completed,990.21
O0007101,2024-02-07 09:01:00,C003186,Frequent,AU,P001705,Sports,Outdoor,1463.11,2,0.15,16.09,Card,Email,N,1,Completed,2487.29
O0007102,2023-03-29 07:41:00,C005378,High-Value,FR,P000634,Electronics,Audio,415.62,1,0,8.28,Card,Social,N,3,Completed,415.62
O0007103,2024-03-30 20:03:00,C002341,Frequent,CA,P000327,Fashion,Men,1498.68,2,0.1,0.44,Card,Affiliate,Y,6,Completed,2697.62
O0007104,2023-01-01 13:52:00,C002886,New,AU,P000448,Electronics,Accessories,1041.66,2,0.05,3.43,Card,Paid Ads,N,0,Completed,1979.15
O0007105,2023-01-24 04:17:00,C000322,High-Value,UK,P002110,Fashion,Kids,929.9,1,0.05,16.45,Card,Organic,N,7,Completed,883.4
O0007106,2024-08-27 11:51:00,C005913,Frequent,CA,P002456,Automotive,Electronics,1320.85,1,0,28.02,Card,Paid Ads,N,6,Completed,1320.85
O0007107,2023-10-17 15:12:00,C002250,New,US,P000243,Books,Fiction,355.53,1,0,9.27,Card,Direct,N,3,Completed,355.53
O0007108,2024-11-16 21:05:00,C004630,Seasonal,FR,P002725,Automotive,Tools,1478.71,2,0,8.3,PayPal,Paid Ads,N,3,Cancelled,2957.42
O0007109,2023-12-07 09:41:00,C002858,New,DE,P000234,Automotive,Accessories,425.46,2,0.05,19.92,PayPal,Paid Ads,N,2,Completed,808.37
O0007110,2024-11-30 11:23:00,C001606,High-Value,US,P002467,Toys,Dolls,1063.39,1,0.2,4.34,Card,Organic,N,5,Completed,850.71
O0007111,2024-10-14 08:23:00,C003800,Frequent,UK,P001858,Beauty,Fragrance,1295.54,1,0.05,20.71,Wire,Social,N,2,Completed,1230.76
O0007112,2024-04-13 16:09:00,C002152,Price-Sensitive,US,P001182,Books,Non-Fiction,862.92,1,0,6.05,BNPL,Organic,N,1,Completed,862.92
O0007113,2023-08-30 12:28:00,C001668,Seasonal,DE,P001185,Sports,Team Sports,818.81,1,0.05,0.66,Card,Organic,N,4,Completed,777.87
O0007114,2023-06-26 08:07:00,C001265,Price-Sensitive,US,P001919,Books,Children,786.86,1,0.05,20.71,Card,Direct,N,3,Completed,747.52
O0007115,2024-05-25 10:09:00,C003571,Frequent,FR,P002685,Home & Garden,Furniture,782.92,1,0,30.53,Card,Organic,N,6,Cancelled,782.92
O0007116,2023-05-24 03:17:00,C004996,At-Risk,IN,P001775,Books,Fiction,888.63,3,0.1,30.96,Card,Organic,N,7,Completed,2399.3
O0007117,2024-01-24 16:30:00,C001473,New,US,P000391,Sports,Outdoor,424.17,1,0,22.02,PayPal,Organic,N,2,Completed,424.17
O0007118,2024-10-08 13:57:00,C004095,Price-Sensitive,DE,P001315,Sports,Outdoor,90.81,1,0,0.89,Card,Paid Ads,N,0,Completed,90.81
O0007119,2024-06-24 08:53:00,C003436,Price-Sensitive,FR,P002524,Automotive,Tools,808.11,1,0.1,25.01,PayPal,Organic,N,6,Completed,727.3
O0007120,2024-03-29 12:10:00,C004722,Price-Sensitive,IN,P002147,Beauty,Hair,128.77,1,0.15,29.16,PayPal,Paid Ads,N,4,Completed,109.45
O0007121,2024-01-10 16:24:00,C002021,Price-Sensitive,UK,P000740,Automotive,Tools,609.93,1,0.1,20.99,Card,Organic,N,4,Completed,548.94
O0007122,2024-07-21 15:54:00,C003423,Frequent,IN,P001882,Toys,Action Figures,634.41,5,0.2,20.11,Card,Organic,N,5,Completed,2537.64
O0007123,2024-10-13 23:11:00,C001568,Price-Sensitive,CA,P002678,Toys,Action Figures,1409.76,1,0.1,7.29,Card,Organic,N,1,Completed,1268.78
O0007124,2024-02-06 02:06:00,C001446,Seasonal,FR,P001544,Beauty,Skincare,859.52,1,0.15,3.39,Card,Organic,N,1,Completed,730.59
O0007125,2023-05-10 04:47:00,C001376,At-Risk,US,P002120,Beauty,Fragrance,1273.77,1,0,27.39,Card,Organic,N,1,Completed,1273.77
O0007126,2023-09-28 09:20:00,C003121,New,FR,P001504,Books,Non-Fiction,1171.54,5,0,23.29,Card,Social,N,1,Completed,5857.7
O0007127,2023-01-03 21:50:00,C003658,High-Value,CA,P002605,Fashion,Accessories,182.21,1,0,28.61,Card,Email,N,1,Completed,182.21
O0007128,2024-07-21 02:32:00,C002067,Seasonal,DE,P002086,Home & Garden,Kitchen,1367.3,1,0,1.76,Card,Organic,N,3,Completed,1367.3
O0007129,2024-03-22 10:46:00,C004475,Seasonal,FR,P002852,Toys,Dolls,232.63,1,0,4.36,Card,Organic,N,6,Returned,232.63
O0007130,2024-05-13 12:45:00,C000027,Price-Sensitive,CA,P002833,Books,Non-Fiction,1142.17,2,0.1,5.17,Card,Email,N,5,Completed,2055.91
O0007131,2023-09-16 08:13:00,C000274,Frequent,US,P000248,Beauty,Fragrance,771.75,1,0.05,12.94,BNPL,Organic,N,1,Completed,733.16
O0007132,2023-10-01 10:11:00,C002488,New,CA,P002284,Automotive,Care,181.6,1,0.15,12.98,Card,Paid Ads,N,3,Completed,154.36
O0007133,2024-12-08 19:36:00,C003665,Frequent,FR,P001818,Home & Garden,Garden,1433.82,2,0,29.53,Card,Organic,N,4,Completed,2867.64
